source_transaction_index,transaction_date,transaction_season,transaction_team,transaction_team_id,transaction_notes,transaction_side,component_number,subasset_number,asset_type,draft_round,draft_years,pick_count,protection_text,source_team_text,rights_player_name,parse_confidence,needs_manual_review,known_at_transaction_text,record_season,record_basis,resolved_transaction_team_id,projected_pick_team_id,record_wins,record_losses,projected_draft_position,league_team_count,point_in_time_tier,assigned_zero_value
3392,2016-11-01,2016-17,Thunder,1610612760.0,trade with 76ers,Relinquished,2,2,draft_pick,2.0,"[2020, 2022, 2023]",1,"2020 first round pick (protected top 20 in 2020, else 2022 second round pick, 2023 second round pick) (?-?)",,,high,True,"2020 first round pick (protected top 20 in 2020, else 2022 second round pick, 2023 second round pick) (?-?)",2016-17,current_record_at_transaction,1610612760.0,1610612760.0,3.0,0.0,29.0,30,projected_late_second,False
3393,2017-01-06,2016-17,Trail Blazers,1610612757.0,trade with Cavaliers,Acquired,1,1,draft_pick,1.0,[2017],1,,,,high,False,2017 first round pick,2016-17,current_record_at_transaction,1610612757.0,1610612739.0,26.0,8.0,28.0,30,projected_late_first,False
3393,2017-01-06,2016-17,Trail Blazers,1610612757.0,trade with Cavaliers,Relinquished,1,1,draft_pick,1.0,[2018],1,,,,high,False,2018 first round pick,2016-17,current_record_at_transaction,1610612757.0,1610612757.0,16.0,22.0,10.0,30,projected_lottery_first,False
3394,2017-01-06,2016-17,Cavaliers,1610612739.0,trade with Blazers,Acquired,1,1,draft_pick,1.0,[2018],1,,,,high,False,2018 first round pick,2016-17,current_record_at_transaction,1610612739.0,1610612757.0,16.0,22.0,10.0,30,projected_lottery_first,False
3394,2017-01-06,2016-17,Cavaliers,1610612739.0,trade with Blazers,Relinquished,1,1,draft_pick,1.0,[2017],1,,,,high,False,2017 first round pick,2016-17,current_record_at_transaction,1610612739.0,1610612739.0,26.0,8.0,28.0,30,projected_late_first,False
3395,2017-01-07,2016-17,Cavaliers,1610612739.0,trade with Hawks,Relinquished,3,1,draft_pick,1.0,"[2019, 2021, 2022]",1,"first round pick (protected top 10 in 2019-20, else 2021 second round pick and 2022 second round pick) (?-?)",,,high,True,"first round pick (protected top 10 in 2019-20, else 2021 second round pick and 2022 second round pick) (?-?)",2016-17,current_record_at_transaction,1610612739.0,1610612739.0,27.0,8.0,28.0,30,projected_late_first,False
3395,2017-01-07,2016-17,Cavaliers,1610612739.0,trade with Hawks,Relinquished,3,2,draft_pick,2.0,"[2019, 2021, 2022]",1,"first round pick (protected top 10 in 2019-20, else 2021 second round pick and 2022 second round pick) (?-?)",,,high,True,"first round pick (protected top 10 in 2019-20, else 2021 second round pick and 2022 second round pick) (?-?)",2016-17,current_record_at_transaction,1610612739.0,1610612739.0,27.0,8.0,28.0,30,projected_late_second,False
3396,2017-01-07,2016-17,Hawks,1610612737.0,trade with Cavaliers,Acquired,3,1,draft_pick,1.0,"[2019, 2021, 2022]",1,"first round pick (protected top 10 in 2019-20, else 2021 second round pick and 2022 second round pick) (?-?)",,,high,True,"first round pick (protected top 10 in 2019-20, else 2021 second round pick and 2022 second round pick) (?-?)",2016-17,current_record_at_transaction,1610612737.0,1610612739.0,27.0,8.0,28.0,30,projected_late_first,False
3396,2017-01-07,2016-17,Hawks,1610612737.0,trade with Cavaliers,Acquired,3,2,draft_pick,2.0,"[2019, 2021, 2022]",1,"first round pick (protected top 10 in 2019-20, else 2021 second round pick and 2022 second round pick) (?-?)",,,high,True,"first round pick (protected top 10 in 2019-20, else 2021 second round pick and 2022 second round pick) (?-?)",2016-17,current_record_at_transaction,1610612737.0,1610612739.0,27.0,8.0,28.0,30,projected_late_second,False
3397,2017-01-18,2016-17,Hawks,1610612737.0,trade with Nuggets,Acquired,1,1,draft_rights,,[],1,,,Cenk Akyol,high,False,rights to Cenk Akyol,2016-17,current_record_at_transaction,1610612737.0,1610612743.0,17.0,23.0,12.0,30,draft_rights_unranked,False
3398,2017-01-18,2016-17,Nuggets,1610612743.0,trade with Hawks,Relinquished,1,1,draft_rights,,[],1,,,Cenk Akyol,high,False,rights to Cenk Akyol,2016-17,current_record_at_transaction,1610612743.0,1610612743.0,17.0,23.0,12.0,30,draft_rights_unranked,False
3401,2017-02-12,2016-17,Trail Blazers,1610612757.0,trade with Nuggets,Acquired,2,1,draft_pick,1.0,"[2017, 2019]",1,"first round pick (protected top 5 in 2017-18, unprotected in 2019)",,,high,False,"first round pick (protected top 5 in 2017-18, unprotected in 2019)",2016-17,current_record_at_transaction,1610612757.0,1610612743.0,24.0,30.0,14.0,30,projected_lottery_first,False
3401,2017-02-12,2016-17,Trail Blazers,1610612757.0,trade with Nuggets,Relinquished,2,1,draft_pick,2.0,[2018],1,"2018 second round pick (less favorable of Blazers, Kings picks)",,,high,False,"2018 second round pick (less favorable of Blazers, Kings picks)",2016-17,current_record_at_transaction,1610612757.0,1610612758.0,22.0,32.0,10.0,30,projected_early_second,False
3402,2017-02-12,2016-17,Nuggets,1610612743.0,trade with Blazers,Acquired,2,1,draft_pick,2.0,[2018],1,"2018 second round pick (from Nuggets) (less favorable of Blazers, Kings picks)",Nuggets,,high,False,"2018 second round pick (from Nuggets) (less favorable of Blazers, Kings picks)",2016-17,current_record_at_transaction,1610612743.0,1610612743.0,24.0,30.0,14.0,30,projected_early_second,False
3402,2017-02-12,2016-17,Nuggets,1610612743.0,trade with Blazers,Relinquished,2,1,draft_pick,1.0,"[2017, 2019]",1,"first round pick (protected top 5 in 2017-18, unprotected in 2019)",,,high,False,"first round pick (protected top 5 in 2017-18, unprotected in 2019)",2016-17,current_record_at_transaction,1610612743.0,1610612743.0,24.0,30.0,14.0,30,projected_lottery_first,False
3403,2017-02-13,2016-17,Cavaliers,1610612739.0,trade with Hornets,Acquired,1,1,draft_pick,2.0,[2017],1,2017 second round pick (protected top 55) (not exercised),,,high,False,2017 second round pick (protected top 55) (not exercised),2016-17,current_record_at_transaction,1610612739.0,1610612766.0,24.0,30.0,15.0,30,projected_early_second,False
3404,2017-02-13,2016-17,Hornets,1610612766.0,trade with Cavaliers,Relinquished,1,1,draft_pick,2.0,[2017],1,2017 second round pick (protected top 55) (not exercised),,,high,False,2017 second round pick (protected top 55) (not exercised),2016-17,current_record_at_transaction,1610612766.0,1610612766.0,24.0,30.0,15.0,30,projected_early_second,False
3405,2017-02-14,2016-17,Magic,1610612753.0,trade with Raptors,Acquired,2,1,draft_pick,1.0,"[2017, 2018, 2022, 2023]",4,"draft pick(s) (less favorable of Clippers, Raptors first round picks, Clippers pick protected top 14 in 2017-19, Raptors pick protected top 10 in 2017, top 14 in 2018-22, else Raptors 2022 second round pick, Raptors 2023 second round pick)",,,high,True,"draft pick(s) (less favorable of Clippers, Raptors first round picks, Clippers pick protected top 14 in 2017-19, Raptors pick protected top 10 in 2017, top 14 in 2018-22, else Raptors 2022 second round pick, Raptors 2023 second round pick)",2016-17,current_record_at_transaction,1610612753.0,1610612761.0,32.0,23.0,21.0,30,projected_late_first,False
3405,2017-02-14,2016-17,Magic,1610612753.0,trade with Raptors,Acquired,2,2,draft_pick,2.0,"[2017, 2018, 2022, 2023]",4,"draft pick(s) (less favorable of Clippers, Raptors first round picks, Clippers pick protected top 14 in 2017-19, Raptors pick protected top 10 in 2017, top 14 in 2018-22, else Raptors 2022 second round pick, Raptors 2023 second round pick)",,,high,True,"draft pick(s) (less favorable of Clippers, Raptors first round picks, Clippers pick protected top 14 in 2017-19, Raptors pick protected top 10 in 2017, top 14 in 2018-22, else Raptors 2022 second round pick, Raptors 2023 second round pick)",2016-17,current_record_at_transaction,1610612753.0,1610612761.0,32.0,23.0,21.0,30,projected_late_second,False
3406,2017-02-14,2016-17,Raptors,1610612761.0,trade with Magic,Relinquished,2,1,draft_pick,1.0,"[2017, 2018, 2022, 2023]",4,"draft pick(s) (less favorable of Clippers, Raptors first round picks, Clippers pick protected top 14 in 2017-19, Raptors pick protected top 10 in 2017, top 14 in 2018-22, else Raptors 2022 second round pick, Raptors 2023 second round pick)",,,high,True,"draft pick(s) (less favorable of Clippers, Raptors first round picks, Clippers pick protected top 14 in 2017-19, Raptors pick protected top 10 in 2017, top 14 in 2018-22, else Raptors 2022 second round pick, Raptors 2023 second round pick)",2016-17,current_record_at_transaction,1610612761.0,1610612761.0,32.0,23.0,21.0,30,projected_late_first,False
3406,2017-02-14,2016-17,Raptors,1610612761.0,trade with Magic,Relinquished,2,2,draft_pick,2.0,"[2017, 2018, 2022, 2023]",4,"draft pick(s) (less favorable of Clippers, Raptors first round picks, Clippers pick protected top 14 in 2017-19, Raptors pick protected top 10 in 2017, top 14 in 2018-22, else Raptors 2022 second round pick, Raptors 2023 second round pick)",,,high,True,"draft pick(s) (less favorable of Clippers, Raptors first round picks, Clippers pick protected top 14 in 2017-19, Raptors pick protected top 10 in 2017, top 14 in 2018-22, else Raptors 2022 second round pick, Raptors 2023 second round pick)",2016-17,current_record_at_transaction,1610612761.0,1610612761.0,32.0,23.0,21.0,30,projected_late_second,False
3407,2017-02-19,2016-17,Kings,1610612758.0,trade with Pelicans,Acquired,4,1,draft_pick,1.0,"[2017, 2018]",1,"first round pick (protected top 3 in 2017, unprotected in 2018)",,,high,False,"first round pick (protected top 3 in 2017, unprotected in 2018)",2016-17,current_record_at_transaction,1610612758.0,1610612740.0,23.0,34.0,8.0,30,projected_lottery_first,False
3407,2017-02-19,2016-17,Kings,1610612758.0,trade with Pelicans,Acquired,5,1,draft_pick,2.0,[2017],1,,,,high,False,2017 second round pick,2016-17,current_record_at_transaction,1610612758.0,1610612740.0,23.0,34.0,8.0,30,projected_early_second,False
3408,2017-02-19,2016-17,Pelicans,1610612740.0,trade with Kings,Relinquished,4,1,draft_pick,1.0,"[2017, 2018]",1,"first round pick (protected top 3 in 2017, unprotected in 2018)",,,high,False,"first round pick (protected top 3 in 2017, unprotected in 2018)",2016-17,current_record_at_transaction,1610612740.0,1610612740.0,23.0,34.0,8.0,30,projected_lottery_first,False
3408,2017-02-19,2016-17,Pelicans,1610612740.0,trade with Kings,Relinquished,5,1,draft_pick,2.0,[2017],1,,,,high,False,2017 second round pick,2016-17,current_record_at_transaction,1610612740.0,1610612740.0,23.0,34.0,8.0,30,projected_early_second,False
3409,2017-02-22,2016-17,76ers,1610612755.0,trade with Hawks,Acquired,2,1,draft_pick,2.0,"[2017, 2018]",1,"second round pick (protected top 40 in 2017, unprotected in 2018)",,,high,False,"second round pick (protected top 40 in 2017, unprotected in 2018)",2016-17,current_record_at_transaction,1610612755.0,1610612737.0,32.0,24.0,20.0,30,projected_late_second,False
3409,2017-02-22,2016-17,76ers,1610612755.0,trade with Hawks,Acquired,3,1,pick_swap,2.0,[2017],1,"76ers option to swap 2017 second round picks (least favorable of Jazz, Knicks, Pistons, Warriors picks received in earlier trade with Jazz) with Hawks (Hawks pick protected )",,,high,False,"76ers option to swap 2017 second round picks (least favorable of Jazz, Knicks, Pistons, Warriors picks received in earlier trade with Jazz) with Hawks (Hawks pick protected )",2016-17,current_record_at_transaction,1610612755.0,1610612737.0,32.0,24.0,20.0,30,projected_late_second_swap,False
3409,2017-02-22,2016-17,76ers,1610612755.0,trade with Hawks,Relinquished,2,1,pick_swap,2.0,[2017],1,"76ers option to swap 2017 second round picks (least favorable of Jazz, Knicks, Pistons, Warriors picks received in earlier trade with Jazz) with Hawks (Hawks pick protected )",,,high,False,"76ers option to swap 2017 second round picks (least favorable of Jazz, Knicks, Pistons, Warriors picks received in earlier trade with Jazz) with Hawks (Hawks pick protected )",2016-17,current_record_at_transaction,1610612755.0,1610612755.0,21.0,35.0,5.0,30,projected_early_second_swap,False
3410,2017-02-22,2016-17,Hawks,1610612737.0,trade with 76ers,Acquired,2,1,pick_swap,2.0,[2017],1,"76ers option to swap 2017 second round picks (least favorable of Jazz, Knicks, Pistons, Warriors picks received in earlier trade with Jazz) with Hawks (Hawks pick protected )",,,high,False,"76ers option to swap 2017 second round picks (least favorable of Jazz, Knicks, Pistons, Warriors picks received in earlier trade with Jazz) with Hawks (Hawks pick protected )",2016-17,current_record_at_transaction,1610612737.0,1610612755.0,21.0,35.0,5.0,30,projected_early_second_swap,False
3410,2017-02-22,2016-17,Hawks,1610612737.0,trade with 76ers,Relinquished,2,1,draft_pick,2.0,"[2017, 2018]",1,"second round pick (protected top 40 in 2017, unprotected in 2018)",,,high,False,"second round pick (protected top 40 in 2017, unprotected in 2018)",2016-17,current_record_at_transaction,1610612737.0,1610612737.0,32.0,24.0,20.0,30,projected_late_second,False
3410,2017-02-22,2016-17,Hawks,1610612737.0,trade with 76ers,Relinquished,3,1,pick_swap,2.0,[2017],1,"76ers option to swap 2017 second round picks (least favorable of Jazz, Knicks, Pistons, Warriors picks received in earlier trade with Jazz) with Hawks (Hawks pick protected )",,,high,False,"76ers option to swap 2017 second round picks (least favorable of Jazz, Knicks, Pistons, Warriors picks received in earlier trade with Jazz) with Hawks (Hawks pick protected )",2016-17,current_record_at_transaction,1610612737.0,1610612737.0,32.0,24.0,20.0,30,projected_late_second_swap,False
3411,2017-02-22,2016-17,Nets,1610612751.0,trade with Wizards,Acquired,3,1,draft_pick,1.0,"[2017, 2022, 2023]",1,"first round pick (protected top 14 in 2017-21, top 10 in 2022, else 2022 second round pick, 2023 second round pick)",,,high,True,"first round pick (protected top 14 in 2017-21, top 10 in 2022, else 2022 second round pick, 2023 second round pick)",2016-17,current_record_at_transaction,1610612751.0,1610612764.0,34.0,21.0,24.0,30,projected_late_first,False
3411,2017-02-22,2016-17,Nets,1610612751.0,trade with Wizards,Acquired,3,2,draft_pick,2.0,"[2017, 2022, 2023]",1,"first round pick (protected top 14 in 2017-21, top 10 in 2022, else 2022 second round pick, 2023 second round pick)",,,high,True,"first round pick (protected top 14 in 2017-21, top 10 in 2022, else 2022 second round pick, 2023 second round pick)",2016-17,current_record_at_transaction,1610612751.0,1610612764.0,34.0,21.0,24.0,30,projected_late_second,False
3412,2017-02-22,2016-17,Wizards,1610612764.0,trade with Nets,Relinquished,3,1,draft_pick,1.0,"[2017, 2022, 2023]",1,"first round pick (protected top 14 in 2017-21, top 10 in 2022, else 2022 second round pick, 2023 second round pick)",,,high,True,"first round pick (protected top 14 in 2017-21, top 10 in 2022, else 2022 second round pick, 2023 second round pick)",2016-17,current_record_at_transaction,1610612764.0,1610612764.0,34.0,21.0,24.0,30,projected_late_first,False
3412,2017-02-22,2016-17,Wizards,1610612764.0,trade with Nets,Relinquished,3,2,draft_pick,2.0,"[2017, 2022, 2023]",1,"first round pick (protected top 14 in 2017-21, top 10 in 2022, else 2022 second round pick, 2023 second round pick)",,,high,True,"first round pick (protected top 14 in 2017-21, top 10 in 2022, else 2022 second round pick, 2023 second round pick)",2016-17,current_record_at_transaction,1610612764.0,1610612764.0,34.0,21.0,24.0,30,projected_late_second,False
3413,2017-02-23,2016-17,76ers,1610612755.0,trade with Mavericks,Acquired,3,1,draft_pick,1.0,"[2017, 2020]",1,"conditional draft pick(s) (2017 first round pick protected top 18, else 2017 second round pick, 2020 second round pick (protected )) (2020 ?-?)",,,high,True,"conditional draft pick(s) (2017 first round pick protected top 18, else 2017 second round pick, 2020 second round pick (protected )) (2020 ?-?)",2016-17,current_record_at_transaction,1610612755.0,1610612742.0,22.0,34.0,7.0,30,projected_lottery_first,False
3413,2017-02-23,2016-17,76ers,1610612755.0,trade with Mavericks,Acquired,3,2,draft_pick,2.0,"[2017, 2020]",1,"conditional draft pick(s) (2017 first round pick protected top 18, else 2017 second round pick, 2020 second round pick (protected )) (2020 ?-?)",,,high,True,"conditional draft pick(s) (2017 first round pick protected top 18, else 2017 second round pick, 2020 second round pick (protected )) (2020 ?-?)",2016-17,current_record_at_transaction,1610612755.0,1610612742.0,22.0,34.0,7.0,30,projected_early_second,False
3414,2017-02-23,2016-17,Bucks,1610612749.0,trade with Nuggets,Acquired,1,1,draft_pick,2.0,[2019],1,2019 second round pick (protected top 55) (?-?),,,high,True,2019 second round pick (protected top 55) (?-?),2016-17,current_record_at_transaction,1610612749.0,1610612743.0,25.0,31.0,14.0,30,projected_early_second,False
3415,2017-02-23,2016-17,Bulls,1610612741.0,trade with Thunder,Relinquished,3,1,draft_pick,2.0,[2018],1,,,,high,False,2018 second round pick,2016-17,current_record_at_transaction,1610612741.0,1610612741.0,28.0,29.0,17.0,30,projected_late_second,False
3416,2017-02-23,2016-17,Hawks,1610612737.0,trade with Suns,Acquired,1,1,draft_pick,2.0,[2017],1,2017 second round pick (protected top 55) (not exercised),,,high,False,2017 second round pick (protected top 55) (not exercised),2016-17,current_record_at_transaction,1610612737.0,1610612756.0,18.0,39.0,2.0,30,projected_early_second,False
3416,2017-02-23,2016-17,Hawks,1610612737.0,trade with Suns,Relinquished,2,1,draft_rights,,[],1,,,Cenk Akyol,high,False,rights to Cenk Akyol,2016-17,current_record_at_transaction,1610612737.0,1610612737.0,32.0,24.0,20.0,30,draft_rights_unranked,False
3417,2017-02-23,2016-17,Lakers,1610612747.0,trade with Rockets,Acquired,2,1,draft_pick,1.0,[2017],1,,,,high,False,2017 first round pick,2016-17,current_record_at_transaction,1610612747.0,1610612745.0,40.0,18.0,27.0,30,projected_late_first,False
3418,2017-02-23,2016-17,Lakers,1610612747.0,trade with Rockets,Acquired,2,1,draft_rights,,[],1,,,Brad Newley,high,False,rights to Brad Newley,2016-17,current_record_at_transaction,1610612747.0,1610612745.0,40.0,18.0,27.0,30,draft_rights_unranked,False
3419,2017-02-23,2016-17,Mavericks,1610612742.0,trade with 76ers,Relinquished,3,1,draft_pick,1.0,"[2017, 2020]",1,"conditional draft pick(s) (2017 first round pick protected top 18, else 2017 second round pick, 2020 second round pick (protected )) (2020 ?-?)",,,high,True,"conditional draft pick(s) (2017 first round pick protected top 18, else 2017 second round pick, 2020 second round pick (protected )) (2020 ?-?)",2016-17,current_record_at_transaction,1610612742.0,1610612742.0,22.0,34.0,7.0,30,projected_lottery_first,False
3419,2017-02-23,2016-17,Mavericks,1610612742.0,trade with 76ers,Relinquished,3,2,draft_pick,2.0,"[2017, 2020]",1,"conditional draft pick(s) (2017 first round pick protected top 18, else 2017 second round pick, 2020 second round pick (protected )) (2020 ?-?)",,,high,True,"conditional draft pick(s) (2017 first round pick protected top 18, else 2017 second round pick, 2020 second round pick (protected )) (2020 ?-?)",2016-17,current_record_at_transaction,1610612742.0,1610612742.0,22.0,34.0,7.0,30,projected_early_second,False
3421,2017-02-23,2016-17,Nuggets,1610612743.0,trade with Bucks,Relinquished,1,1,draft_pick,2.0,[2019],1,2019 second round pick (protected top 55) (?-?),,,high,True,2019 second round pick (protected top 55) (?-?),2016-17,current_record_at_transaction,1610612743.0,1610612743.0,25.0,31.0,14.0,30,projected_early_second,False
3422,2017-02-23,2016-17,Raptors,1610612761.0,trade with Suns,Relinquished,2,1,draft_pick,2.0,[2017],1,,,,high,False,2017 second round pick,2016-17,current_record_at_transaction,1610612761.0,1610612761.0,33.0,24.0,21.0,30,projected_late_second,False
3422,2017-02-23,2016-17,Raptors,1610612761.0,trade with Suns,Relinquished,3,1,draft_pick,2.0,[2018],1,,,,high,False,2018 second round pick,2016-17,current_record_at_transaction,1610612761.0,1610612761.0,33.0,24.0,21.0,30,projected_late_second,False
3424,2017-02-23,2016-17,Rockets,1610612745.0,trade with Lakers,Relinquished,2,1,draft_pick,1.0,[2017],1,,,,high,False,2017 first round pick,2016-17,current_record_at_transaction,1610612745.0,1610612745.0,40.0,18.0,27.0,30,projected_late_first,False
3425,2017-02-23,2016-17,Rockets,1610612745.0,trade with Lakers,Relinquished,2,1,draft_rights,,[],1,,,Brad Newley,high,False,rights to Brad Newley,2016-17,current_record_at_transaction,1610612745.0,1610612745.0,40.0,18.0,27.0,30,draft_rights_unranked,False
3426,2017-02-23,2016-17,Suns,1610612756.0,trade with Raptors,Acquired,2,1,draft_pick,2.0,[2017],1,,,,high,False,2017 second round pick,2016-17,current_record_at_transaction,1610612756.0,1610612761.0,33.0,24.0,21.0,30,projected_late_second,False
3426,2017-02-23,2016-17,Suns,1610612756.0,trade with Raptors,Acquired,3,1,draft_pick,2.0,[2018],1,,,,high,False,2018 second round pick,2016-17,current_record_at_transaction,1610612756.0,1610612761.0,33.0,24.0,21.0,30,projected_late_second,False
3427,2017-02-23,2016-17,Suns,1610612756.0,trade with Hawks,Acquired,2,1,draft_rights,,[],1,,,Cenk Akyol,high,False,rights to Cenk Akyol,2016-17,current_record_at_transaction,1610612756.0,1610612737.0,32.0,24.0,20.0,30,draft_rights_unranked,False
3427,2017-02-23,2016-17,Suns,1610612756.0,trade with Hawks,Relinquished,1,1,draft_pick,2.0,[2017],1,2017 second round pick (protected top 55) (not exercised),,,high,False,2017 second round pick (protected top 55) (not exercised),2016-17,current_record_at_transaction,1610612756.0,1610612756.0,18.0,39.0,2.0,30,projected_early_second,False
3428,2017-02-23,2016-17,Thunder,1610612760.0,trade with Bulls,Acquired,3,1,draft_pick,2.0,[2018],1,,,,high,False,2018 second round pick,2016-17,current_record_at_transaction,1610612760.0,1610612741.0,28.0,29.0,17.0,30,projected_late_second,False
3429,2017-06-19,Offseason,76ers,,trade with Celtics,Acquired,1,1,draft_pick,1.0,[2017],1,,,,high,False,2017 first round pick,2016-17,previous_season_final_record,1610612755.0,1610612738.0,53.0,29.0,27.0,30,projected_late_first,False
3429,2017-06-19,Offseason,76ers,,trade with Celtics,Relinquished,1,1,draft_pick,1.0,[2017],1,,,,high,False,2017 first round pick,2016-17,previous_season_final_record,1610612755.0,1610612755.0,28.0,54.0,4.0,30,projected_top_5_first,False
3429,2017-06-19,Offseason,76ers,,trade with Celtics,Relinquished,2,1,draft_pick,1.0,[2018],1,,,,high,True,first round pick (Lakers 2018 pick if it is ) (?-?),2016-17,previous_season_final_record,1610612755.0,1610612747.0,26.0,56.0,3.0,30,projected_top_5_first,False
3430,2017-06-19,Offseason,Celtics,,trade with 76ers,Acquired,1,1,draft_pick,1.0,[2017],1,,,,high,False,2017 first round pick,2016-17,previous_season_final_record,1610612738.0,1610612755.0,28.0,54.0,4.0,30,projected_top_5_first,False
3430,2017-06-19,Offseason,Celtics,,trade with 76ers,Acquired,2,1,draft_pick,1.0,[2018],1,,,,high,True,first round pick (Lakers 2018 pick if it is ) (?-?),2016-17,previous_season_final_record,1610612738.0,1610612747.0,26.0,56.0,3.0,30,projected_top_5_first,False
3430,2017-06-19,Offseason,Celtics,,trade with 76ers,Relinquished,1,1,draft_pick,1.0,[2017],1,,,,high,False,2017 first round pick,2016-17,previous_season_final_record,1610612738.0,1610612738.0,53.0,29.0,27.0,30,projected_late_first,False
3431,2017-06-20,Offseason,Hawks,,trade with Hornets,Acquired,3,1,draft_pick,2.0,[2017],1,,,,high,False,2017 second round pick,2016-17,previous_season_final_record,1610612737.0,1610612766.0,36.0,46.0,11.0,30,projected_early_second,False
3431,2017-06-20,Offseason,Hawks,,trade with Hornets,Relinquished,2,1,draft_pick,2.0,[2017],1,,,,high,False,2017 second round pick,2016-17,previous_season_final_record,1610612737.0,1610612737.0,43.0,39.0,19.0,30,projected_late_second,False
3432,2017-06-20,Offseason,Hornets,,trade with Hawks,Acquired,2,1,draft_pick,2.0,[2017],1,,,,high,False,2017 second round pick,2016-17,previous_season_final_record,1610612766.0,1610612737.0,43.0,39.0,19.0,30,projected_late_second,False
3432,2017-06-20,Offseason,Hornets,,trade with Hawks,Relinquished,3,1,draft_pick,2.0,[2017],1,,,,high,False,2017 second round pick,2016-17,previous_season_final_record,1610612766.0,1610612766.0,36.0,46.0,11.0,30,projected_early_second,False
3433,2017-06-21,Offseason,Pelicans,,trade with Wizards,Acquired,1,1,draft_pick,2.0,[2017],1,,,,high,False,2017 second round pick,2016-17,previous_season_final_record,1610612740.0,1610612764.0,49.0,33.0,22.0,30,projected_late_second,False
3434,2017-06-21,Offseason,Wizards,,trade with Pelicans,Relinquished,1,1,draft_pick,2.0,[2017],1,,,,high,False,2017 second round pick,2016-17,previous_season_final_record,1610612764.0,1610612764.0,49.0,33.0,22.0,30,projected_late_second,False
3435,2017-06-22,Offseason,76ers,,trade with Magic,Acquired,1,1,draft_rights,,[],1,,,Anzejs Pasecniks,high,False,rights to Anzejs Pasecniks,2016-17,previous_season_final_record,1610612755.0,1610612753.0,29.0,53.0,5.0,30,draft_rights_unranked,False
3435,2017-06-22,Offseason,76ers,,trade with Magic,Relinquished,1,1,draft_pick,1.0,"[2020, 2022, 2023]",1,"draft pick(s) (first round pick exactly two years after Thunder conveys first round pick to Jazz, protected top 20 in 2020-22, else 2022 second round pick and 2023 second round pick) (?-?)",,,high,True,"draft pick(s) (first round pick exactly two years after Thunder conveys first round pick to Jazz, protected top 20 in 2020-22, else 2022 second round pick and 2023 second round pick) (?-?)",2016-17,previous_season_final_record,1610612755.0,1610612755.0,28.0,54.0,4.0,30,projected_top_5_first,False
3435,2017-06-22,Offseason,76ers,,trade with Magic,Relinquished,1,2,draft_pick,2.0,"[2020, 2022, 2023]",1,"draft pick(s) (first round pick exactly two years after Thunder conveys first round pick to Jazz, protected top 20 in 2020-22, else 2022 second round pick and 2023 second round pick) (?-?)",,,high,True,"draft pick(s) (first round pick exactly two years after Thunder conveys first round pick to Jazz, protected top 20 in 2020-22, else 2022 second round pick and 2023 second round pick) (?-?)",2016-17,previous_season_final_record,1610612755.0,1610612755.0,28.0,54.0,4.0,30,projected_early_second,False
3435,2017-06-22,Offseason,76ers,,trade with Magic,Relinquished,2,1,draft_pick,2.0,[2020],1,"2020 second round pick (less favorable of Knicks, Nets picks) (?-?)",,,high,True,"2020 second round pick (less favorable of Knicks, Nets picks) (?-?)",2016-17,previous_season_final_record,1610612755.0,1610612755.0,28.0,54.0,4.0,30,projected_early_second,False
3436,2017-06-22,Offseason,Trail Blazers,,trade with Kings,Acquired,1,1,draft_rights,,[],1,,,Zach Collins,high,False,rights to Zach Collins,2016-17,previous_season_final_record,1610612757.0,1610612758.0,32.0,50.0,8.0,30,draft_rights_unranked,False
3436,2017-06-22,Offseason,Trail Blazers,,trade with Kings,Relinquished,1,1,draft_rights,,[],1,,,Justin Jackson,high,False,rights to Justin Jackson,2016-17,previous_season_final_record,1610612757.0,1610612757.0,41.0,41.0,16.0,30,draft_rights_unranked,False
3436,2017-06-22,Offseason,Trail Blazers,,trade with Kings,Relinquished,2,1,draft_rights,,[],1,,,Harry Giles,high,False,rights to Harry Giles,2016-17,previous_season_final_record,1610612757.0,1610612757.0,41.0,41.0,16.0,30,draft_rights_unranked,False
3437,2017-06-22,Offseason,Bucks,,trade with Clippers,Relinquished,1,1,draft_rights,,[],1,,,Sindarius Thornwell,high,False,rights to Sindarius Thornwell,2016-17,previous_season_final_record,1610612749.0,1610612749.0,42.0,40.0,17.0,30,draft_rights_unranked,False
3438,2017-06-22,Offseason,Bulls,,trade with Warriors,Relinquished,1,1,draft_rights,,[],1,,,Jordan Bell,high,False,rights to Jordan Bell,2016-17,previous_season_final_record,1610612741.0,1610612741.0,41.0,41.0,14.0,30,draft_rights_unranked,False
3439,2017-06-22,Offseason,Bulls,,trade with Timberwolves,Acquired,3,1,draft_rights,,[],1,,,Lauri Markkanen,high,False,rights to Lauri Markkanen,2016-17,previous_season_final_record,1610612741.0,1610612750.0,31.0,51.0,6.0,30,draft_rights_unranked,False
3439,2017-06-22,Offseason,Bulls,,trade with Timberwolves,Relinquished,2,1,draft_rights,,[],1,,,Justin Patton,high,False,rights to Justin Patton,2016-17,previous_season_final_record,1610612741.0,1610612741.0,41.0,41.0,14.0,30,draft_rights_unranked,False
3440,2017-06-22,Offseason,Clippers,,trade with Bucks,Acquired,1,1,draft_rights,,[],1,,,Sindarius Thornwell,high,False,rights to Sindarius Thornwell,2016-17,previous_season_final_record,1610612746.0,1610612749.0,42.0,40.0,17.0,30,draft_rights_unranked,False
